eigen,fileName,vif,maf,hwe,outliers,pop,genes,n_sample,status,combination_
0.9145315476284797,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.058680535472066,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0575541393320977,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.056926443420359,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0560414181614914,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0544110281206767,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0547844857158686,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0550180901652768,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.91545161635155,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9165384677303081,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9167671798693691,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9180052622752841,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9184036063575343,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9191556008646076,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0530427142366492,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0517416713019403,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0520093490332552,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0522530916011752,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0506224791447927,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0480152175005195,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0485454020804545,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.049678033776117,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0493980027819398,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9194168346483658,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9199977457742505,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9203989458888076,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9208456791088319,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9213489195653456,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9223503390963822,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9231464104886499,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9248441429175923,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9254181047731613,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9236152609955741,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9236913735045206,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0468341579135998,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.046426679388184,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0453928694735837,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0451414423288394,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0440426367776143,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0432210468734493,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0429510815120209,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0421523113231066,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.039694856453468,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0413129730105972,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0407999073929783,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.040921503595392,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9258970172793278,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9264487134821358,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9269640516640946,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9275074920516022,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9286252433135823,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9309282720968354,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9294581750011638,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9297513688044042,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9318877407674769,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9320344052480398,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9326174806579007,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9330360453762926,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0389024858231024,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0386977728784148,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0377657732048897,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0382328226659099,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0360252004939512,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.03668143990319,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.934922447063488,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9345176295904771,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9339415192050682,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9332594592495832,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9334801622756275,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9356886211639895,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9360867107678058,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9371946134765463,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9380926130012474,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0354664517216314,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.034931152859748,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0342784829543328,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0337142577752436,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0321388585896911,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.032595197086621,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0331216471366866,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.030941844933353,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0318663671949169,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0296766975884248,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0292390706422112,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0270590430335176,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0283547902146781,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0285812710186402,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9385428843689786,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.939240308723021,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9396918710530913,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9403890758530319,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9403452950063912,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9412756749057519,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9415231109336526,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9426177695157948,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0267509808150332,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0262369243827065,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0258737214550453,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0249444167093953,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0242191054238317,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0235035887657162,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0229106408336877,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0203537550863624,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.022309412294169,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0218959989592753,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.021152397929612,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0212990429975606,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9430213626441095,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9431870045703232,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9444636750861628,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9439998609776958,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9454446711749761,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9471440573657198,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9461792033617216,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9463188064641189,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9469097286249136,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9468575873446639,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0187945468078472,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9481827257957511,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9490570338652188,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9491446027526982,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9498914087431538,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9504053926362986,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9509084904873647,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0178312916341914,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0182864721697302,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0186044902256424,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0199718491618208,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0172430153896073,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0166457512529452,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0160949581996992,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0154053456307923,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0151673493981268,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.952894361918372,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9519623637903598,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9517640757306608,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9512062789173877,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9494349915558574,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9537285344063834,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9544885256099007,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9560257598304943,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9553295852911823,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9556191822687239,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9539789979832284,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9574617763518475,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0145269247999138,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0135977593304537,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0132225893564943,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0125148629482184,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.012050194100177,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.01163448124069,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9631374996929923,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9635187641543556,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9620984604411573,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9610213057594464,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9576849942941082,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9601639457606861,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9580053192571399,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9597908813015621,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9583181032543547,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.959288112175317,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9589813824494142,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9587170442316643,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0105934470629545,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0112246021840372,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0103205527510837,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0097553276559137,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0088290796907353,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0021017089897946,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0073045522379118,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.006959417646381,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0033949037810104,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.003916586513565,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0059612248239187,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0054361206550686,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0049399112326587,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0046791897326273,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.008114210374589,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9642077650277926,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9644840187292263,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0012064774135538,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0032427236225006,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9650763426158007,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9690767545065754,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9694124173891587,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9666417126958438,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9662209733256982,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.0008917081428526,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
1.000010028482687,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9989893797626724,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9983164926691925,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9975817097563132,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9673802731326419,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
0.9682610809129057,K_C_-1_pipelineFullChrSer.pkl,1.5,0.05,0.0001,null,European,Solo,358,negative,1.5_0.05_0.0001_null
